ID,date_time,lat,lon,depth(km),magnitude,origin
18193681,2018-02-05T130619.37,46.1381,1.18978,0.8,ML1.1,1 km SW Albiano (TN)
18193721,2018-02-05T130641.67,42.5392,13.3913,9.9,ML0.9,3 km SE Campotosto (AQ)
18193851,2018-02-05T132649.5,43.1757,12.8367,10.6,ML1.3,7 km SE Gualdo Tadino (PG)
18193911,2018-02-05T132741.92,42.8122,13.1073,10.2,ML0.7,2 km NE Norcia (PG)
18193991,2018-02-05T134433.35,40.4771,5.77851,0.5,ML1.4,5 km SW Abriola (PZ)
18194121,2018-02-05T141819.4,42.8472,13.0085,10.4,ML1.4,4 km SW Preci (PG)
18194191,2018-02-05T142834.92,46.2427,0.66631,0,ML1.2,Confine Italia-Svizzera (SVIZZERA)
18194231,2018-02-05T144641.73,42.8521,3.04231,0.5,ML1.5,3 km S Preci (PG)
18194291,2018-02-05T144758.32,42.6697,13.3102,11.4,ML0.8,5 km NE Amatrice (RI)
18194351,2018-02-05T153144.49,42.7983,13.0997,11.3,ML0.9,1 km NE Norcia (PG)
18194451,2018-02-05T153444.71,43.0698,13.0263,6.6,ML1.3,2 km SW Muccia (MC)
18194501,2018-02-05T154001.39,42.7582,13.2632,11.1,ML0.9,3 km SW Arquata del Tronto (AP)
18194621,2018-02-05T154845.99,42.8995,13.1367,15.3,ML0.5,1 km W Castelsantangelo sul Nera (MC)
18194631,2018-02-05T154907.5,42.7547,13.0327,10.4,ML1.1,4 km NE Cascia (PG)
18194661,2018-02-05T154937.15,45.8297,10.5252,5.4,ML1.0,3 km NW Bondone (TN)
18194671,2018-02-05T155132.02,43.0693,13.0329,0.8,ML1.2,2 km SW Muccia (MC)
18194741,2018-02-05T160155.2,42.6395,13.2153,12.4,ML1.2,5 km E Cittareale (RI)
18194751,2018-02-05T160249.37,42.8913,13.1832,16.4,ML0.5,2 km E Castelsantangelo sul Nera (MC)
18194791,2018-02-05T160451.97,42.7178,13.2573,11.1,ML0.9,3 km N Accumoli (RI)
18194841,2018-02-05T161552.91,42.9227,13.1078,9.5,ML1.0,2 km SE Visso (MC)
18194881,2018-02-05T161936.49,39.2821,6.27631,1.2,Md1.0,2 km SE Cosenza (CS)
18194981,2018-02-05T163557.24,42.9557,13.1513,7.3,ML0.7,2 km NE Ussita (MC)
18195071,2018-02-05T165306.62,42.2505,13.5722,5.4,ML1.2,1 km SW Fagnano Alto (AQ)
18195201,2018-02-05T171520.58,43.0762,13.0338,6,ML0.5,1 km SW Muccia (MC)
18195241,2018-02-05T173147.,42.8271,3.11438,0,ML0.5,4 km NE Norcia (PG)
18195291,2018-02-05T173543.96,43.4967,12.4112,8.3,ML1.5,6 km NW Pietralunga (PG)
18195341,2018-02-05T173757.27,43.4813,12.4148,10,ML0.9,5 km NW Pietralunga (PG)
18195401,2018-02-05T174654.14,42.9291,3.14971,3.4,ML0.5,2 km SE Ussita (MC)
18195431,2018-02-05T175046.46,42.6382,13.2173,11.6,ML1.0,5 km E Cittareale (RI)
18195461,2018-02-05T175633.,42.7412,13.2658,14.5,ML1.5,4 km SW Arquata del Tronto (AP)
18195561,2018-02-05T181837.53,42.7483,13.2758,12.2,ML0.6,3 km SW Arquata del Tronto (AP)
18195601,2018-02-05T182459.42,42.7445,13.2708,14,ML0.9,4 km SW Arquata del Tronto (AP)
18195631,2018-02-05T182817.31,42.8848,13.1497,7.9,ML1.3,1 km S Castelsantangelo sul Nera (MC)
18195681,2018-02-05T184510.23,43.0547,13.0358,7.1,ML0.5,2 km NW Pieve Torina (MC)
18195751,2018-02-05T190221.64,42.8748,13.1018,12,ML1.1,5 km W Castelsantangelo sul Nera (MC)
18195851,2018-02-05T193829.95,42.8707,13.2458,12.4,ML0.3,7 km W Montemonaco (AP)
18195891,2018-02-05T193937.75,42.9253,13.1931,3.2,ML0.5,5 km NE Castelsantangelo sul Nera (MC)
18195911,2018-02-05T194104.04,42.8722,13.2413,12.5,ML0.6,8 km E Castelsantangelo sul Nera (MC)
18195951,2018-02-05T194157.91,42.6868,13.2418,13.2,ML1.0,1 km SW Accumoli (RI)
18196001,2018-02-05T194743.17,43.5055,12.3678,7.5,ML0.3,7 km SW Apecchio (PU)
18196031,2018-02-05T200439.95,40.8037,15.2885,9,ML1.1,2 km NW Laviano (SA)
18196051,2018-02-05T202908.71,42.8535,13.0683,11,ML1.3,4 km SE Preci (PG)
18196101,2018-02-05T203307.9,42.7402,13.2712,14.5,ML1.4,4 km SW Arquata del Tronto (AP)
18196141,2018-02-05T203411.06,42.6807,13.3028,11.1,ML1.1,5 km E Accumoli (RI)
18196211,2018-02-05T204213.52,42.7512,13.2733,14.5,ML0.5,3 km SW Arquata del Tronto (AP)
18196251,2018-02-05T205429.02,45.6961,0.60489,0.5,ML1.7,4 km W Gargnano (BS)
18196261,2018-02-05T205441.96,42.9037,13.0418,11.3,ML0.5,3 km N Preci (PG)
18196341,2018-02-05T205719.16,42.6348,13.2088,11.1,ML0.9,4 km E Cittareale (RI)
18196361,2018-02-05T210139.03,43.0538,13.0375,7.3,ML0.7,1 km NW Pieve Torina (MC)
18196481,2018-02-05T215255.43,43.0623,13.0287,7.9,ML0.9,3 km NW Pieve Torina (MC)
18196591,2018-02-05T222650.04,43.2458,12.8078,21.4,ML0.9,2 km NE Gualdo Tadino (PG)
18196891,2018-02-06T001634.25,43.0602,13.0328,8.2,ML1.2,2 km NW Pieve Torina (MC)
18197161,2018-02-06T014600.29,43.1668,13.3462,9.2,ML0.8,1 km W Colmurano (MC)
18197191,2018-02-06T021019.36,39.8993,15.5978,6.7,ML1.1,"Golfo di Policastro (Salerno, Potenza)"
18197231,2018-02-06T023624.86,42.6537,13.1141,0.3,ML1.3,5 km NW Cittareale (RI)
18197341,2018-02-06T031114.89,42.6413,13.2973,10.9,ML1.7,1 km NE Amatrice (RI)
18197461,2018-02-06T034419.44,42.8722,13.1347,7.9,ML1.5,3 km SW Castelsantangelo sul Nera (MC)
18197541,2018-02-06T034902.79,42.8075,13.1777,8.6,ML0.8,7 km E Norcia (PG)
18197731,2018-02-06T051952.87,42.9628,13.1962,7.3,ML1.1,4 km SW Bolognola (MC)
18197791,2018-02-06T052045.64,37.6791,5.01781,0.8,ML1.6,7 km N Nicolosi (CT)
18197821,2018-02-06T052707.,42.8181,2.91871,0.1,ML1.2,Cerreto di Spoleto (PG)
18197871,2018-02-06T053639.41,43.0773,13.2167,8.7,ML1.3,5 km SW Cessapalombo (MC)
18198081,2018-02-06T070149.93,44.8552,7.01081,0.8,ML1.4,5 km SW Prali (TO)
18198201,2018-02-06T071347.99,39.7561,6.25137,0.3,ML1.3,7 km W Cassano all'Ionio (CS)
18198551,2018-02-06T082328.4,43.0051,3.15277,0.8,ML2.2,3 km SW Acquacanina (MC)
18198941,2018-02-06T093615.09,42.8733,13.0723,18.2,ML1.0,3 km E Preci (PG)
18198971,2018-02-06T093941.82,42.7897,13.2747,11.1,ML1.1,3 km NW Arquata del Tronto (AP)
18199231,2018-02-06T100626.65,43.0982,13.0727,0.3,ML1.0,3 km NE Muccia (MC)
18199421,2018-02-06T110921.97,42.8218,13.2775,16.5,ML1.5,5 km W Montegallo (AP)
18199481,2018-02-06T111231.32,41.7515,14.2488,17.1,ML1.6,3 km SW Vastogirardi (IS)
18199561,2018-02-06T111738.8,42.9418,13.2417,8.2,ML1.9,6 km S Bolognola (MC)
18199891,2018-02-06T120357.53,42.8211,3.04339,0.3,ML2.1,5 km NW Norcia (PG)
18199981,2018-02-06T120656.22,42.8287,13.0427,9.9,ML1.1,6 km S Preci (PG)
18200471,2018-02-06T131815.02,42.9852,13.0317,8.1,ML1.4,3 km E Monte Cavallo (MC)
18200521,2018-02-06T131904.76,42.9712,13.0382,8.1,ML1.8,4 km SE Monte Cavallo (MC)
18200721,2018-02-06T135132.35,45.7425,10.5537,10.8,ML1.4,2 km SE Capovalle (BS)
18200971,2018-02-06T143222.49,42.8083,13.1562,11.9,ML1.4,5 km E Norcia (PG)
18201041,2018-02-06T151347.27,42.9587,13.0518,7.3,ML1.3,4 km NW Visso (MC)
18201241,2018-02-06T152306.36,42.7472,13.1827,11.9,ML1.4,8 km NW Accumoli (RI)
18201391,"2018-02-06T155044.58100024.0117121.83219.5SURVEY-INGV-AMwp6.4--Taiwan [Sea]
",24.0117,121.832,19.5,-AMwp6.4,Taiwan [Sea]
18201501,2018-02-06T162632.66,42.8292,13.0427,10,ML1.5,6 km S Preci (PG)
18201581,2018-02-06T165625.65,39.2388,15.9964,7.8,ML1.9,Costa Calabra nord-occidentale (Cosenza)
18201681,2018-02-06T170228.19,43.0592,13.0688,0.7,ML1.2,1 km W Pievebovigliana (MC)
18202091,2018-02-06T183042.65,42.8087,13.1327,9.8,ML1.5,4 km E Norcia (PG)
18202371,2018-02-06T202600.28,42.6553,13.3137,6.9,ML0.9,3 km NE Amatrice (RI)
18202401,2018-02-06T202919.95,42.8432,13.1033,10,ML1.3,6 km N Norcia (PG)
18202561,2018-02-06T211452.33,42.9458,13.2368,7.5,ML1.3,6 km S Bolognola (MC)
18202631,2018-02-06T213409.3,37.7235,15.0072,10.9,ML2.3,9 km W Zafferana Etnea (CT)
18202771,2018-02-06T215309.61,43.6281,1.01229,0.8,ML1.9,4 km NE Castelfiorentino (FI)
18202991,2018-02-06T224020.71,43.9493,10.5093,4.5,ML1.2,4 km SW Borgo a Mozzano (LU)
18203081,2018-02-06T231822.57,42.7643,13.5637,10.5,Md1.3,6 km NE Valle Castellana (TE)
18203091,2018-02-06T234033.29,42.9993,13.0457,7.7,ML1.4,4 km E Monte Cavallo (MC)
18203221,2018-02-07T002520.04,38.1907,13.4253,45,ML2.0,Costa Siciliana centro-settentrionale (Palermo)
18203241,2018-02-07T003339.55,42.4878,13.3221,3.6,ML1.2,4 km SE Capitignano (AQ)
18203271,2018-02-07T003656.16,42.8322,13.0457,9.8,ML0.9,5 km S Preci (PG)
18203351,2018-02-07T004207.97,43.0693,13.0383,8.7,ML1.2,2 km SW Muccia (MC)
18203381,2018-02-07T011952.83,42.9823,13.0437,9.6,ML1.7,4 km E Monte Cavallo (MC)
18203451,2018-02-07T013659.79,45.7711,1.20181,1.5,ML1.7,5 km W Posina (VI)
18203551,2018-02-07T021034.66,41.7362,14.2528,18.3,ML1.8,4 km NW Carovilli (IS)
18203691,2018-02-07T030218.41,43.1108,13.1352,11.7,Md0.5,6 km E Camerino (MC)
18203751,2018-02-07T030341.7,42.8947,12.9855,10.8,ML0.9,5 km E Sellano (PG)
18203821,2018-02-07T031902.91,42.7483,13.1787,10.2,ML1.5,8 km NW Accumoli (RI)
18203891,2018-02-07T042426.17,43.0762,13.0312,13.1,ML1.2,1 km SW Muccia (MC)
18203961,2018-02-07T044033.64,42.8023,12.777.,9,ML1.5,2 km SW Campello sul Clitunno (PG)
18204011,2018-02-07T045354.99,42.8367,13.0453,9.9,ML1.5,5 km S Preci (PG)
18204101,2018-02-07T053321.58,37.1632,15.4007,20.7,ML2.0,Costa Siracusana (Siracusa)
18204251,2018-02-07T062146.67,42.8285,13.0413,9.8,ML1.2,6 km S Preci (PG)
18204471,2018-02-07T072108.76,41.7683,13.5313,8.4,ML1.2,5 km SW Balsorano (AQ)
18204631,2018-02-07T074222.79,42.8318,13.1033,9.4,ML2.4,4 km N Norcia (PG)
18204671,2018-02-07T075015.87,43.0097,13.1048,0.1,ML1.3,3 km SE Fiordimonte (MC)
18204801,2018-02-07T081752.51,42.8281,3.03629,0.4,ML1.2,6 km S Preci (PG)
18204871,2018-02-07T082143.31,43.0692,13.0357,8.8,ML1.5,2 km SW Muccia (MC)
18205001,2018-02-07T085159.24,42.7955,13.1083,10.2,ML2.1,1 km E Norcia (PG)
18205111,2018-02-07T085927.14,43.0663,13.0367,7.3,ML0.5,2 km SW Muccia (MC)
18205181,2018-02-07T091045.15,43.4272,12.5925,9.7,ML1.4,6 km SW Cantiano (PU)
18205261,2018-02-07T092203.49,42.7495,13.1835,11,ML1.3,8 km NW Accumoli (RI)
18205511,2018-02-07T102826.68,42.8567,13.1781,0.8,ML1.4,5 km SE Castelsantangelo sul Nera (MC)
18205671,2018-02-07T103724.57,42.7972,13.0961,4.8,ML1.0,Norcia (PG)
18205791,2018-02-07T103922.88,42.8093,13.2018,9.6,ML1.2,9 km W Arquata del Tronto (AP)
18205921,2018-02-07T110743.09,43.0663,13.0433,9.3,ML1.4,2 km S Muccia (MC)
18206521,2018-02-07T124334.17,42.7038,13.2945,12.8,ML1.3,4 km E Accumoli (RI)
18206631,2018-02-07T125635.18,42.7957,13.131,0,ML1.5,3 km E Norcia (PG)
18206731,2018-02-07T131027.35,42.9468,13.0438,12.2,ML1.2,4 km W Visso (MC)
18206811,2018-02-07T133017.08,42.7985,13.1507,9.9,ML1.5,5 km E Norcia (PG)
18206981,2018-02-07T135157.08,42.5803,13.3563,9.2,ML1.3,3 km NW Campotosto (AQ)
18207301,2018-02-07T151925.17,42.8297,13.0427,9.3,ML1.0,6 km S Preci (PG)
18207361,2018-02-07T154413.04,43.5527,12.6673,38.1,ML1.9,2 km E Cagli (PU)
18207461,2018-02-07T165547.19,42.6321,3.34874,0.2,ML1.1,5 km E Amatrice (RI)
18207571,2018-02-07T171015.13,42.4833,13.3397,14,ML2.4,5 km SE Capitignano (AQ)
18207611,2018-02-07T171407.31,43.0052,13.0273,7.5,ML1.8,2 km NE Monte Cavallo (MC)
18207851,2018-02-07T174230.42,42.8298,13.0397,9.6,ML1.3,6 km S Preci (PG)
18207921,2018-02-07T175441.58,42.4821,3.34621,3.5,ML1.7,6 km SE Capitignano (AQ)
18208481,2018-02-07T201302.97,38.5602,15.5858,95.9,ML2.4,Tirreno Meridionale (MARE)
18208571,2018-02-07T203012.09,42.4978,13.3313,9.5,ML1.0,4 km SE Capitignano (AQ)
18208671,2018-02-07T212358.59,41.7427,14.2623,16.1,ML1.7,4 km S Vastogirardi (IS)
18208781,2018-02-07T214144.6,43.0337,13.0138,11.8,ML1.0,3 km W Pieve Torina (MC)
18208851,2018-02-07T220435.11,46.3461,3.15929,0.2,ML0.9,2 km NE Venzone (UD)
18208901,2018-02-07T221253.83,42.7163,13.2507,11.8,ML1.0,2 km N Accumoli (RI)
18208991,2018-02-07T222556.22,37.8032,14.8083,8.8,ML1.9,3 km NW Bronte (CT)
18209021,2018-02-07T222710.53,43.3027,12.7375,9.8,ML0.8,2 km W Fossato di Vico (PG)
18209121,2018-02-07T223738.97,42.7483,13.1985,11.2,ML1.4,7 km NW Accumoli (RI)
18209131,2018-02-07T225431.23,42.7437,13.2643,12.6,ML1.3,4 km SW Arquata del Tronto (AP)
18209211,2018-02-07T230919.67,43.0568,13.0415,8.4,ML1.5,2 km NW Pieve Torina (MC)
18209261,2018-02-07T232549.61,42.8155,13.2077,11.7,ML1.4,9 km NW Arquata del Tronto (AP)
18209321,2018-02-07T234209.98,42.9237,13.1072,9.8,ML1.1,2 km SE Visso (MC)
18209381,2018-02-08T004257.24,44.1763,8.58729,0.8,ML1.9,Costa Ligure centro-occidentale (Savona)
18209491,2018-02-08T011655.71,42.9673,13.0628,5.3,ML0.5,5 km NW Visso (MC)
18209431,2018-02-08T011716.6,42.6877,13.2351,0.4,ML1.1,1 km SW Accumoli (RI)
18209511,2018-02-08T011857.87,43.0333,13.1157,5.3,ML0.8,2 km E Fiordimonte (MC)
18209581,2018-02-08T012047.73,42.6193,13.2227,12.2,ML1.0,5 km E Cittareale (RI)
18209611,2018-02-08T012900.2,42.6895,13.2427,10.4,ML0.5,1 km SW Accumoli (RI)
18209631,2018-02-08T014147.77,42.8953,12.6367,0.9,ML1.7,1 km W Montefalco (PG)
18209721,2018-02-08T014411.5,42.8191,3.0651,0.8,ML0.8,4 km NW Norcia (PG)
18209731,2018-02-08T014818.3,46.3151,3.58257,0.1,ML1.1,Confine Italia-Slovenia (SLOVENIA)
18209791,2018-02-08T015627.35,42.7022,13.2033,11.1,ML1.8,4 km W Accumoli (RI)
18209861,2018-02-08T021159.25,42.6823,13.2365,14.2,ML0.9,2 km SW Accumoli (RI)
18209891,2018-02-08T022159.6,43.0337,13.1747,10.5,ML0.5,Acquacanina (MC)
18209931,2018-02-08T024456.16,42.6648,13.2175,11.1,ML0.6,4 km SW Accumoli (RI)
18210001,2018-02-08T024856.59,38.4622,14.3725,10,ML2.0,Isole Eolie (Messina)
18210011,2018-02-08T025050.59,42.9008,13.1751,3.3,ML1.5,2 km E Castelsantangelo sul Nera (MC)
18210051,2018-02-08T025324.79,42.6568,13.2098,11.2,ML1.7,5 km SW Accumoli (RI)
18210151,2018-02-08T030321.75,43.2918,12.7417,10.6,ML1.2,2 km W Fossato di Vico (PG)
18210181,2018-02-08T030810.46,42.8998,13.1752,13.2,ML1.3,2 km E Castelsantangelo sul Nera (MC)
18210251,2018-02-08T032015.71,42.7281,3.26321,1.7,ML0.5,4 km NE Accumoli (RI)
18210291,2018-02-08T034126.19,42.6893,13.2418,12.3,ML0.6,1 km SW Accumoli (RI)
18210321,2018-02-08T040451.69,42.9077,13.1793,11.1,ML1.3,2 km NE Castelsantangelo sul Nera (MC)
18210411,2018-02-08T055459.29,42.9487,13.0517,4.3,ML1.1,4 km NW Visso (MC)
18210451,2018-02-08T060521.54,42.4543,13.3039,0.9,ML1.6,2 km E Barete (AQ)
18210521,2018-02-08T060816.58,42.6117,13.2612,13.9,ML1.1,3 km SW Amatrice (RI)
18210571,2018-02-08T061942.16,43.0105,13.0262,7,ML1.1,3 km NE Monte Cavallo (MC)
18210691,2018-02-08T063756.63,39.4063,16.281,0.5,ML1.3,2 km W Rose (CS)
18210911,2018-02-08T072227.39,42.7103,13.2797,11.7,ML1.2,3 km NE Accumoli (RI)
18210941,2018-02-08T072330.57,42.9498,13.0517,3.2,ML1.0,4 km NW Visso (MC)
18211041,2018-02-08T073506.58,42.9427,13.0492,3.6,ML1.3,3 km W Visso (MC)
18211261,2018-02-08T081053.88,44.3521,0.80952,2.3,ML2.0,2 km NW Pavullo nel Frignano (MO)
18211541,2018-02-08T090656.37,42.9523,12.9635,10.7,ML1.3,6 km SW Monte Cavallo (MC)
18211631,2018-02-08T092755.62,43.4462,13.0122,8.2,ML1.3,Serra San Quirico (AN)
18211821,2018-02-08T100741.45,42.7928,13.1107,9.9,ML1.9,1 km E Norcia (PG)
18211971,2018-02-08T101942.26,42.9672,13.0052,8,ML0.7,3 km S Monte Cavallo (MC)
18212171,2018-02-08T105927.46,46.1411,.18089.,1,ML1.1,1 km SW Albiano (TN)
18212201,2018-02-08T110056.35,42.8995,13.1073,10.1,ML0.8,4 km W Castelsantangelo sul Nera (MC)
18212561,2018-02-08T124218.66,37.1493,15.8062,9.8,ML2.6,Mar Ionio Meridionale (MARE)
18212741,2018-02-08T125827.83,37.7392,14.9377,9.1,ML1.9,11 km SE Bronte (CT)
18213301,2018-02-08T141158.58,43.1283,6.80232,2.1,ML2.2,Costa Francese (FRANCIA)
18213411,2018-02-08T142245.35,42.7883,13.1735,11.3,ML1.5,7 km E Norcia (PG)
18213491,2018-02-08T142730.73,42.9252,13.1868,5.4,ML1.2,4 km NE Castelsantangelo sul Nera (MC)
18213621,2018-02-08T144634.42,42.8848,13.1007,9.1,ML1.6,5 km W Castelsantangelo sul Nera (MC)
18214011,2018-02-08T153837.12,42.7978,12.9505,10.9,ML1.5,4 km SE Cerreto di Spoleto (PG)
18214151,2018-02-08T161930.56,42.6741,3.32631,2.5,ML1.7,6 km NE Amatrice (RI)
18214291,2018-02-08T164940.96,42.8308,13.0425,8.6,ML0.7,5 km S Preci (PG)
18214511,2018-02-08T172715.82,42.8907,13.0782,10.7,ML1.8,3 km E Preci (PG)
18214571,2018-02-08T173055.24,42.9297,13.1462,12.2,ML1.4,2 km SE Ussita (MC)
18214781,2018-02-08T180804.48,42.8925,13.0812,10.4,ML0.7,4 km E Preci (PG)
18214961,2018-02-08T190628.89,44.4723,6.69681,3,ML1.7,Confine Italia-Francia (FRANCIA)
18214991,2018-02-08T190741.75,44.4833,6.71228,0.7,ML1.5,Confine Italia-Francia (FRANCIA)
18215061,2018-02-08T191427.39,42.9682,13.2203,6.1,ML0.8,3 km S Bolognola (MC)
18215211,2018-02-08T193902.03,42.8407,13.0892,11.5,ML0.7,5 km N Norcia (PG)
18215431,2018-02-08T205910.89,42.8047,13.1133,10.2,ML1.2,2 km NE Norcia (PG)
18215571,2018-02-08T212323.68,42.6223,13.1503,12.6,ML0.9,1 km W Cittareale (RI)
18215741,2018-02-08T225454.13,43.0983,13.2333,4.3,ML0.7,2 km SW Cessapalombo (MC)
18215751,2018-02-08T225546.6,43.0947,13.2273,7.1,ML1.6,3 km SW Cessapalombo (MC)
18215821,2018-02-08T230357.85,43.0987,13.2152,5.6,ML1.3,4 km W Cessapalombo (MC)
18215891,2018-02-08T230718.13,42.9411,3.16389,0.1,ML0.6,2 km E Ussita (MC)
18215991,2018-02-09T001622.37,42.9113,13.0548,11,ML0.7,4 km SW Visso (MC)
18216011,2018-02-09T001951.94,42.7773,13.315.,4,Md0.9,Arquata del Tronto (AP)
18216131,2018-02-09T011052.52,42.0785,13.8583,18.3,ML1.4,3 km SW Pratola Peligna (AQ)
18216171,2018-02-09T015327.87,43.0935,13.2063,4.4,ML1.0,5 km W Cessapalombo (MC)
18216191,2018-02-09T015349.9,43.0955,13.2173,7.9,ML1.0,4 km W Cessapalombo (MC)
18216251,2018-02-09T015404.75,43.1003,13.2128,4.6,ML1.4,4 km W Cessapalombo (MC)
18216321,2018-02-09T021157.54,38.6203,15.6443,10,ML1.1,"Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)"
18216361,2018-02-09T022005.91,43.0012,13.0025,7.9,ML1.9,1 km N Monte Cavallo (MC)
18216431,2018-02-09T023259.35,42.8087,13.0898,11.1,ML1.2,2 km N Norcia (PG)
18216471,2018-02-09T033540.49,43.0403,12.9773,13,ML0.7,4 km SE Serravalle di Chienti (MC)
18216501,2018-02-09T034523.18,43.0045,13.0422,5.9,ML1.0,3 km E Monte Cavallo (MC)
18216571,2018-02-09T041441.4,43.1368,12.9885,10.7,ML1.4,3 km E Sefro (MC)
18216671,2018-02-09T041547.,37.6931,4.9310.,0,-CTML2.1,7 km N Ragalna (CT)
18216741,2018-02-09T045054.58,42.5638,13.2372,10.1,ML1.1,4 km N Montereale (AQ)
18216771,2018-02-09T050007.89,42.5457,13.2793,10.9,ML1.4,3 km NW Capitignano (AQ)
18216871,2018-02-09T054804.62,42.8198,13.1165,11.3,ML0.9,3 km NE Norcia (PG)
18217161,2018-02-09T062941.85,41.7257,14.2542,17.3,ML1.5,3 km NE Roccasicura (IS)
18217191,2018-02-09T063050.15,37.8008,15.2603,22,ML1.8,Costa Catanese (Catania)
18217331,2018-02-09T065854.44,42.7491,3.25051,0.2,ML1.4,5 km SW Arquata del Tronto (AP)
18217501,2018-02-09T073320.91,43.4568,12.3487,0.8,ML0.7,7 km W Pietralunga (PG)
18217691,2018-02-09T080729.82,42.7097,13.1598,11,ML1.1,7 km W Accumoli (RI)
18217921,2018-02-09T085352.73,42.9883,12.9088,10.2,ML1.3,8 km W Monte Cavallo (MC)
18217991,2018-02-09T085534.09,42.9912,12.9018,10.8,ML1.1,8 km W Monte Cavallo (MC)
18218291,2018-02-09T094203.73,37.8423,14.9025,29.3,ML1.6,3 km E Maletto (CT)
18218491,2018-02-09T101737.76,42.9008,13.1717,9.1,ML1.3,2 km E Castelsantangelo sul Nera (MC)
18218791,2018-02-09T105914.09,42.9853,13.1893,10.3,ML1.2,3 km W Bolognola (MC)
18218861,2018-02-09T110126.61,43.0473,13.1023,7.2,ML1.1,1 km NE Fiordimonte (MC)
18218991,2018-02-09T110253.49,43.1118,10.6452,10.9,ML1.3,2 km S Sassetta (LI)
18219101,2018-02-09T110749.66,42.8017,13.1153,10.7,ML0.9,2 km E Norcia (PG)
18219181,2018-02-09T113719.92,43.3341,3.22827,0.2,ML1.4,5 km S Cingoli (MC)
18219351,2018-02-09T120545.43,42.8893,13.0668,11.1,ML1.1,2 km E Preci (PG)
18219531,2018-02-09T123312.51,42.7647,13.2275,10.3,ML1.5,6 km W Arquata del Tronto (AP)
18219641,2018-02-09T124455.83,42.8973,12.9027,10.8,ML1.3,2 km W Sellano (PG)
18219991,2018-02-09T132926.23,42.7458,13.1097,11,ML1.0,5 km S Norcia (PG)
18220061,2018-02-09T134442.21,42.8458,13.4128,13.8,ML1.3,5 km W Roccafluvione (AP)
18220151,"2018-02-09T140555.61800019.248-104.47971.5SURVEY-INGV-AMwp6.0--Near coast of Jalisco, Mexico [Land Mexico]
",19.248-,104.479,71.5,-AMwp6.0,"Near coast of Jalisco, Mexico [Land Mexico]"
18220361,2018-02-09T150541.48,43.4358,13.0097,7.7,ML1.4,1 km SW Serra San Quirico (AN)
18220431,2018-02-09T150816.33,39.4532,16.6938,0,ML1.8,7 km E Longobucco (CS)
18220451,2018-02-09T150854.76,39.4193,16.6672,9.8,ML1.9,6 km SE Longobucco (CS)
18220541,2018-02-09T151108.21,42.5012,13.3982,9.8,ML0.7,7 km SE Campotosto (AQ)
18220571,2018-02-09T151157.98,42.6392,13.2553,6,ML0.6,3 km W Amatrice (RI)
18220791,2018-02-09T160755.83,43.0005,13.0155,8.4,ML1.1,1 km NE Monte Cavallo (MC)
18220921,2018-02-09T161222.04,43.9753,10.8231,0.4,ML1.6,6 km NE Marliana (PT)
18220971,2018-02-09T161355.6,40.8243,15.4817,15.2,ML2.1,3 km SW Rapone (PZ)
18221021,2018-02-09T162349.92,42.4253,13.4652,9.7,ML1.9,10 km NE L'Aquila (AQ)
18221101,2018-02-09T162957.86,42.6393,13.2397,13.2,ML1.2,4 km W Amatrice (RI)
18221151,2018-02-09T164433.6,43.0028,13.018.,0,ML1.3,1 km NE Monte Cavallo (MC)
18221231,2018-02-09T165051.02,42.7121,3.15481,2.3,ML1.0,8 km W Accumoli (RI)
18221391,2018-02-09T170329.34,44.2898,11.8073,22.2,ML1.5,3 km S Castel Bolognese (RA)
18221521,2018-02-09T172454.82,43.0423,13.0463,9.5,ML0.9,1 km SW Pieve Torina (MC)
18221591,2018-02-09T173306.14,42.4315,13.4768,9.9,ML1.0,11 km NE L'Aquila (AQ)
18221691,2018-02-09T175157.56,44.2341,0.19631,1.9,ML0.8,4 km NE Casola in Lunigiana (MS)
18221791,2018-02-09T181329.95,42.6208,13.3587,10.8,ML1.2,6 km E Amatrice (RI)
18221901,2018-02-09T181507.51,42.7602,13.1758,9.4,ML1.4,8 km E Norcia (PG)
18222031,2018-02-09T182647.82,42.8128,13.1925,12.9,ML1.0,8 km E Norcia (PG)
18222101,2018-02-09T183045.93,42.7752,13.2372,12,ML1.3,5 km W Arquata del Tronto (AP)
18222151,2018-02-09T184043.64,43.0697,13.0595,5.7,ML0.4,2 km SE Muccia (MC)
18222471,2018-02-09T191518.47,42.7405,12.9677,10.1,ML1.0,4 km NE Poggiodomo (PG)
18222441,2018-02-09T191548.82,42.8567,13.1588,13.7,ML0.8,4 km S Castelsantangelo sul Nera (MC)
18222571,2018-02-09T193520.61,42.8507,13.0252,10.4,ML1.2,3 km SW Preci (PG)
18222671,2018-02-09T195333.23,42.7873,13.1152,10.1,ML1.0,2 km E Norcia (PG)
18222721,2018-02-09T195808.21,43.0093,13.0065,6.3,ML0.9,2 km N Monte Cavallo (MC)
18223031,2018-02-09T201311.46,43.0248,13.0245,9.1,ML1.9,3 km SW Pieve Torina (MC)
18223101,2018-02-09T201440.31,42.8288,13.1237,8.8,ML0.9,5 km NE Norcia (PG)
18223411,2018-02-09T203729.68,43.0153,13.0107,7.7,ML1.3,2 km NE Monte Cavallo (MC)
18223481,2018-02-09T205246.09,42.5312,13.2967,13.5,ML1.2,1 km NW Capitignano (AQ)
